date,mean,std,min,max,count,range,dispersion
2013-09-17,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-18,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-19,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-20,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-23,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-24,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-25,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-26,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-27,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-09-30,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-02,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-03,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-04,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-07,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-08,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-09,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-10,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-11,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-14,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-15,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-16,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-17,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-18,0.0,0.0,0.0,0.0,2,0.0,0.0
2013-10-21,0.166666665,0.23570225803849323,0.0,0.33333333,2,0.33333333,0.23570225803849323
2013-10-22,0.27777777500000006,0.3928370967308221,0.0,0.5555555500000001,2,0.5555555500000001,0.3928370967308221
2013-10-23,0.3518518483333334,0.026189139782054897,0.33333333,0.3703703666666668,2,0.0370370366666668,0.026189139782054897
2013-10-24,0.40123456388888895,0.25316168455986315,0.22222222,0.5802469077777779,2,0.35802468777777785,0.25316168455986315
2013-10-25,0.4341563742592593,0.06692780166525114,0.3868312718518519,0.4814814766666667,2,0.09465020481481479,0.06692780166525114
2013-10-28,0.4561042478395063,0.2803207924819941,0.2578875145679013,0.6543209811111113,2,0.39643346654320993,0.2803207924819941
2013-10-29,0.47073616355967096,0.42258278635982277,0.1719250097119342,0.7695473174074077,2,0.5976223076954734,0.42258278635982277
2013-10-30,0.48049077403978074,0.5174241156117085,0.1146166731412895,0.846364874938272,2,0.7317482017969824,0.5174241156117085
2013-10-31,0.7434969217632602,0.44733718369840025,0.0764111154275263,0.999999995,4,0.9235888795724737,0.44733718369840025
2013-11-01,0.7456646132588403,0.46426644152189234,0.0509407436183508,0.999999995,4,0.9490592513816493,0.46426644152189234
2013-11-04,0.5804430750892269,0.1437106754602258,0.3672938274122339,0.6666666633333335,4,0.2993728359210996,0.1437106754602258
2013-11-05,0.47029538297615125,0.07334245017819953,0.4140967641853378,0.5781958832748226,4,0.16409911908948482,0.07334245017819953
2013-11-06,0.3968635882341009,0.21483424890024505,0.2760645094568919,0.7187972538498818,4,0.4427327443929899,0.21483424890024505
2013-11-07,0.34790905840606723,0.30981354622912816,0.1840430063045946,0.8125315008999212,4,0.6284884945953266,0.30981354622912816
2013-11-08,0.48193937102071155,0.040057104119480706,0.4560286692030631,0.5416876672666142,4,0.0856589980635511,0.040057104119480706
2013-11-11,0.5712929127638078,0.14014036188587686,0.3611251115110762,0.643347047537723,4,0.2822219360266468,0.14014036188587686
2013-11-12,0.6308619405925385,0.2600814007661921,0.2407500743407175,0.7622313633584821,4,0.5214812890177646,0.2600814007661921
2013-11-13,0.6705746258116924,0.34005203686751323,0.1605000495604783,0.8414875739056548,4,0.6809875243451764,0.34005203686751323
2013-11-14,0.6970497492911284,0.393367368613912,0.1070000330403189,0.89432504760377,4,0.787325014563451,0.393367368613912
2013-11-15,0.7146998316107522,0.4289113473963729,0.0713333553602126,0.92955003006918,4,0.8582166747089675,0.4289113473963729
2013-11-18,0.559799887323835,0.11927457080038525,0.3808889019068084,0.6197000200461201,4,0.23881111813931172,0.11927457080038525
2013-11-19,0.6231999236325566,0.24618278435652005,0.253925934604539,0.7464666783640801,4,0.4925407437595411,0.24618278435652005
2013-11-20,0.49879994867170446,0.002550261684144882,0.497293602131685,0.5026172880696926,4,0.0053236859380076385,0.002550261684144882
2013-11-21,0.3326933056915757,0.23632321314907037,0.0,0.6684115240464618,5,0.6684115240464618,0.23632321314907037
2013-11-22,0.240385169643468,0.2852106341500528,0.0,0.7789410149198635,6,0.7789410149198635,0.2852106341500528
2013-11-25,0.2158123351326824,0.32022418599572544,0.0,0.852627342168798,6,0.852627342168798,0.32022418599572544
2013-11-26,0.19943044545882535,0.34741790184041643,0.0,0.9017515603347545,6,0.9017515603347545,0.34741790184041643
2013-11-27,0.2996202966392169,0.316965662909387,0.0654872233259832,0.934501039556503,6,0.8690138162305198,0.316965662909387
2013-11-28,0.43784210184111055,0.16049793757202413,0.1388962438499752,0.6230006930376687,6,0.48410444918769346,0.16049793757202413
2013-11-29,0.4585614008940737,0.20994182547322945,0.0925974958999834,0.7486671280251125,6,0.6560696321251291,0.20994182547322945
2013-12-02,0.5438028380110151,0.19928248002520843,0.1569697588993087,0.6613926182963606,6,0.5044228593970519,0.19928248002520843
2013-12-03,0.6006304627556428,0.26241109973418897,0.1998846008988589,0.7742617445785263,6,0.5743771436796674,0.26241109973418897
2013-12-04,0.6385155459187278,0.3202133351715532,0.2218272971926259,0.8495078287666367,6,0.6276805315740108,0.3202133351715532
2013-12-05,0.6637722680274513,0.3621467414275863,0.1523296637101504,0.8996718848920435,6,0.7473422211818932,0.3621467414275863
2013-12-06,0.6806100827666001,0.38836624214818327,0.1620819731740469,0.933114588975648,6,0.7710326158016011,0.38836624214818327
2013-12-09,0.6918352925926995,0.4080693568514173,0.1080546487826979,0.9554097250313844,6,0.8473550762486866,0.4080693568514173
2013-12-10,0.6993187658100989,0.41847280783015695,0.1509548206911406,0.970273149068542,6,0.8193183283774014,0.41847280783015695
2013-12-11,0.704307747955032,0.427820838419587,0.100636547127427,0.9801820984266472,6,0.8795455512992202,0.427820838419587
2013-12-12,0.7076337360516541,0.43505522526709645,0.0670910314182847,0.986788064665384,6,0.9196970332470994,0.43505522526709645
2013-12-13,0.6186478488152309,0.27559047836422945,0.1553829284771064,0.8245253761658116,7,0.6691424476887051,0.27559047836422945
2013-12-16,0.49576523233515396,0.08310875478065988,0.3333333327777778,0.5496835841105411,7,0.21635025133276325,0.08310875478065988
2013-12-17,0.49717682127899154,0.09958548808482032,0.3346936382751708,0.6246146337676028,7,0.28992099549243205,0.09958548808482032
2013-12-18,0.49811788057488326,0.15622019448118968,0.2231290921834472,0.7497430886228464,7,0.5266139964393992,0.15622019448118968
2013-12-19,0.4987452534388111,0.024527379689619364,0.4506172831995885,0.514721061372259,7,0.06410377817267054,0.024527379689619364
2013-12-20,0.49916350201476295,0.09417801162751128,0.3332191504990429,0.6547240400444951,7,0.32150488954545225,0.09417801162751128
2013-12-23,0.4994423343987309,0.0359676215743877,0.4364826933629968,0.5554794331104731,7,0.11899673974747632,0.0359676215743877
2013-12-24,0.4996282226547096,0.11933779885133958,0.2909884622419979,0.7036529548514265,7,0.4126644926094286,0.11933779885133958
2013-12-25,0.49975214815869523,0.1757062588636811,0.1939923081613319,0.8024353026787289,7,0.608442994517397,0.1757062588636811
2013-12-26,0.49983476516135245,0.21334333878589393,0.129328205440888,0.8682902012302638,7,0.7389619957893758,0.21334333878589393
2013-12-27,0.41655650989923493,0.21856735479730874,0.3289979503060453,0.9121934666535092,7,0.5831955163474639,0.21856735479730874
2013-12-30,0.3610376730578233,0.2726093128467359,0.2193319668706969,0.9414623102690062,7,0.7221303433983093,0.2726093128467359
2013-12-31,0.324025115163549,0.32115541467753267,0.1462213112471313,0.9609748726793376,7,0.8147535614322062,0.32115541467753267
2014-01-02,0.2993500765673659,0.3567963059831656,0.0974808741647542,0.9739832476195583,7,0.8765023734548041,0.3567963059831656
2014-01-03,0.28290005083657727,0.38158935224662155,0.0649872494431694,0.9826554975797056,7,0.9176682481365362,0.38158935224662155
2014-01-06,0.4386000332660515,0.1346409843697361,0.3766581654621129,0.7384369981781371,7,0.36177883271602423,0.1346409843697361
2014-01-07,0.4590666885662566,0.08041826574894576,0.4177721100302975,0.6303401954727637,7,0.21256808544246614,0.08041826574894576
2014-01-08,0.47271112543306,0.13132572339534773,0.3281942214125055,0.7535601297596203,7,0.4253659083471148,0.13132572339534773
2014-01-09,0.4818074166775956,0.18077234038554058,0.218796147608337,0.8357067526175247,7,0.6169106050091877,0.18077234038554058
2014-01-10,0.4878716108406193,0.21594360303948867,0.145864098405558,0.8904711678561277,7,0.7446070694505696,0.21594360303948867
2014-01-13,0.4919144069493018,0.23992180390473372,0.097242732270372,0.9269807780151964,7,0.8297380457448245,0.23992180390473372
2014-01-14,0.49460960435509005,0.25607346366311107,0.064828488180248,0.951320518121242,7,0.886492029940994,0.25607346366311107
2014-01-15,0.4964064026256157,0.26690097020064607,0.0432189921201653,0.9675470115252726,7,0.9243280194051072,0.26690097020064607
2014-01-16,0.4976042681392993,0.27414253873971944,0.0288126614134435,0.9783646737946262,7,0.9495520123811827,0.27414253873971944
2014-01-17,0.5817361781345329,0.24950262970298404,0.0192084409422957,0.7355764489880843,7,0.7163680080457886,0.24950262970298404
2014-01-20,0.47115745188135527,0.16924753745032495,0.2628056266698638,0.8237176318253896,7,0.5609120051555259,0.16924753745032495
2014-01-21,0.39743830104590355,0.21932804497785702,0.2948703382796384,0.8824784203835931,7,0.5876080821039548,0.21932804497785702
2014-01-22,0.3482922004889358,0.2822847198907628,0.1965802255197589,0.9216522794223956,7,0.7250720539026367,0.2822847198907628
2014-01-23,0.39886146671484607,0.2897626190939598,0.131057291648886,0.9477681857260416,7,0.8167108940771556,0.2897626190939598
2014-01-24,0.3992409775432307,0.3106732480457182,0.1614430630705101,0.8985121232840277,7,0.7370690602135177,0.3106732480457182
2014-01-27,0.4328273180843761,0.29505513476951484,0.2187398196395993,0.8767858595041667,7,0.6580460398645673,0.29505513476951484
2014-02-06,0.45521821177847294,0.29128178038231206,0.1935643001187372,0.8913848545485205,7,0.6978205544297833,0.29128178038231206
2014-02-07,0.47014547424120423,0.30127776385941607,0.1290428667458248,0.9275899024767916,7,0.7985470357309669,0.30127776385941607
2014-02-10,0.4800969825496918,0.2766501565632297,0.1711680381411428,0.901763710388066,7,0.7305956722469232,0.2766501565632297
2014-02-11,0.48838990618970113,0.2709654732131138,0.1617310729784489,0.9345091397825204,8,0.7727780668040715,0.2709654732131138
2014-02-12,0.4922599372217056,0.1571483832301037,0.1554397628699864,0.7182441882903877,8,0.5628044254204013,0.1571483832301037
2014-02-13,0.5402945032166743,0.17480834206917956,0.1642325690758587,0.6984126972850959,8,0.5341801282092372,0.17480834206917956
2014-02-14,0.5723175472133201,0.23239336471770966,0.2307005003756413,0.7989417975840034,8,0.5682412972083621,0.23239336471770966
2014-02-17,0.5335955832907637,0.1410741909523661,0.2614118199488178,0.6576278648997523,9,0.39621604495093454,0.1410741909523661
2014-02-18,0.5223970553188425,0.1512804156130073,0.2159412132471285,0.707210333821405,9,0.49126912057427646,0.1512804156130073
2014-02-19,0.5149313700042284,0.17468984043335348,0.143960808831419,0.8048068887976033,9,0.6608460799661843,0.17468984043335348
2014-02-20,0.5099542464611523,0.2035559701629957,0.1376405391688627,0.8282045921671523,9,0.6905640529982895,0.2035559701629957
2014-02-21,0.5066361640991015,0.21885045232232603,0.0917603594459084,0.8438030610801849,9,0.7520427016342764,0.21885045232232603
2014-02-24,0.5044241091910676,0.2332817866470294,0.1028402395785223,0.8670321258937965,9,0.7641918863152742,0.2332817866470294
2014-02-25,0.5029494059190451,0.2206249938777958,0.2159363631523042,0.9113547501791976,9,0.6954183870268935,0.2206249938777958
2014-02-26,0.5019662704043635,0.24431990712471502,0.1439575754348695,0.9409031663694652,9,0.7969455909345957,0.24431990712471502
2014-02-27,0.5013108467279089,0.2740769878338497,0.0959717169565797,0.96060211049631,9,0.8646303935397303,0.2740769878338497
2014-02-28,0.5008738976102727,0.195964654410201,0.1473144778668864,0.7409416291214097,9,0.5936271512545233,0.195964654410201
2014-03-03,0.500582598198515,0.11629321450401225,0.3993526557693319,0.6851898427328627,9,0.2858371869635308,0.11629321450401225
2014-03-04,0.5003883985906767,0.10979808145179316,0.3262895141690457,0.6487518347657655,9,0.32246232059671975,0.10979808145179316
2014-03-05,0.5076404463313609,0.12565854630218595,0.2545633797752486,0.7103154000572667,10,0.45575202028201806,0.12565854630218595
2014-03-06,0.5050936307023888,0.15184357849512026,0.2067459568460505,0.6587045187436325,10,0.451958561897582,0.15184357849512026
2014-03-07,0.5033957536164072,0.1958985453220139,0.137830637897367,0.7485148653695001,10,0.6106842274721331,0.1958985453220139
2014-03-10,0.5022638355590863,0.18450436040202547,0.1390253585225983,0.8323432432092963,10,0.693317884686698,0.18450436040202547
2014-03-11,0.5015092235208723,0.19853237981568544,0.0926835723483989,0.8511917914399425,10,0.7585082190915436,0.19853237981568544
2014-03-12,0.5010061488287298,0.2253036365033096,0.0617890482322659,0.8637574902603733,10,0.8019684420281074,0.2253036365033096
2014-03-13,0.5006707657006346,0.2442054216580816,0.0782297358173954,0.8343456279233665,10,0.7561158921059712,0.2442054216580816
2014-03-14,0.5004471769485713,0.25428162274516136,0.0521531572115969,0.8653736988400014,10,0.8132205416284045,0.25428162274516136
2014-03-17,0.5002710161354977,0.25800624442912085,0.0681021047743979,0.9102491322266676,11,0.8421470274522697,0.25800624442912085
2014-03-18,0.5001806772569986,0.2739588320908288,0.0787347364829319,0.912234094836736,11,0.8334993583538041,0.2739588320908288
2014-03-19,0.500120451337999,0.28252847631711137,0.0524898243219546,0.9378885026785192,11,0.8853986783565646,0.28252847631711137
2014-03-20,0.5000803007253327,0.24108298563803535,0.0683265495146364,0.9585923347856796,11,0.8902657852710432,0.24108298563803535
2014-03-21,0.5000535336502219,0.25846188242305596,0.0788843663097576,0.9390615562237864,11,0.8601771899140288,0.25846188242305596
2014-03-24,0.5000356889334813,0.25026210792593656,0.0525895775398384,0.9593743704825242,11,0.9067847929426858,0.25026210792593656
2014-03-25,0.5000237924556541,0.25503257862708817,0.0350597183598922,0.972916246655016,11,0.9378565282951238,0.25503257862708817
2014-03-26,0.5000158614704362,0.22373208800222114,0.0635282796352631,0.7758242406210168,11,0.7122959609857538,0.22373208800222114
2014-03-27,0.5000105741469574,0.1120669437435786,0.360026541148841,0.7838828268140112,11,0.42385628566517025,0.1120669437435786
2014-03-28,0.541673715837555,0.16098108625978688,0.2921236795635892,0.6642584964327161,11,0.37213481686912686,0.16098108625978688
2014-03-31,0.5355682807046765,0.1986170212607046,0.1947491197090594,0.7309766723847319,12,0.5362275526756725,0.1986170212607046
2014-04-01,0.5237121869849359,0.18848435986609768,0.1852100705881925,0.681818181198347,12,0.49660811061015453,0.18848435986609768
2014-04-02,0.5158081245051088,0.1583121374899068,0.1234733803921283,0.6212121206473828,12,0.49773874025525455,0.1583121374899068
2014-04-03,0.5105387495185574,0.19271193793179137,0.1126186172035676,0.7412051257570766,12,0.6285865085535091,0.19271193793179137
2014-04-04,0.5070258328608565,0.1955410501810774,0.1356851386866759,0.8274700835350208,12,0.691784944848345,0.1955410501810774
2014-04-07,0.5046838884223891,0.17521874822989034,0.1207597893999327,0.7004503506214904,12,0.5796905612215577,0.17521874822989034
2014-04-08,0.5031225921300776,0.20307435438511898,0.12718978583905,0.7699972031691479,12,0.6428074173300979,0.20307435438511898
2014-04-10,0.5020817279352033,0.21605968032513478,0.0847931905593666,0.8007318760979187,12,0.7159386855385521,0.21605968032513478
2014-04-11,0.5013878184719537,0.2103153304081183,0.0565287937062444,0.8671545837622489,12,0.8106257900560044,0.2103153304081183
2014-04-14,0.5009252121631207,0.2202584521876007,0.0679888927463117,0.9114363888718024,12,0.8434474961254907,0.2202584521876007
2014-04-15,0.5048428654408379,0.22821841845645133,0.1008814840068004,0.940957592303424,13,0.8400761082966236,0.22821841845645133
2014-04-16,0.5882109966117731,0.2634354709625563,0.0704595200525239,0.9999999989473684,14,0.9295404788948445,0.2634354709625563
2014-04-17,0.5588073309463103,0.2639330378182409,0.0469730133683492,0.8846153837459774,14,0.8376423703776281,0.2639330378182409
2014-04-18,0.539204887169335,0.257681003093106,0.0825973934881697,0.8710949466539527,14,0.788497553165783,0.257681003093106
2014-04-21,0.5261365913180183,0.2508661099226012,0.1063469802347167,0.9140632975128916,14,0.807716317278175,0.2508661099226012
2014-04-22,0.517424394083807,0.20417202178678676,0.1478210636870497,0.7108262102234411,14,0.5630051465363913,0.20417202178678676
2014-04-23,0.56717181803118,0.25188471302517507,0.1911399682810784,0.8072174731119237,14,0.6160775048308453,0.25188471302517507
2014-04-24,0.5447812118925816,0.2439538687891423,0.1510632202800251,0.756093699855681,14,0.6050304795756558,0.2439538687891423
2014-04-25,0.5298541411335159,0.2063049203889626,0.1007088135200167,0.6963701587302173,14,0.5956613452102006,0.2063049203889626
2014-04-28,0.5199027606274721,0.2218652604730495,0.0671392090133445,0.6821954902678766,14,0.6150562812545322,0.2218652604730495
2014-04-29,0.5132685069567763,0.20828789136498604,0.044759472675563,0.7191571282989901,14,0.6743976556234271,0.20828789136498604
2014-05-05,0.5088456711763124,0.21671629035795553,0.0298396484503753,0.7048318309059506,14,0.6749921824555752,0.21671629035795553
2014-05-06,0.5058971139893365,0.229790939975266,0.0198930989669169,0.7926845321233786,14,0.7727914331564617,0.229790939975266
2014-05-07,0.5039314091980193,0.23785782176306064,0.0132620659779446,0.8617896878258422,14,0.8485276218478977,0.23785782176306064
2014-05-08,0.502620939337141,0.20002307017154405,0.0088413773186297,0.6142112449120627,14,0.605369867593433,0.20002307017154405
2014-05-09,0.48785840387522367,0.21820256933873297,0.0058942515457531,0.7308689651725613,14,0.7249747136268082,0.21820256933873297
2014-05-12,0.4940325305291641,0.21290969798644027,0.0515485486155361,0.8205793098769456,15,0.7690307612614095,0.21290969798644027
2014-05-13,0.49602168690039516,0.2273365572213525,0.081984746662058,0.8803862063465352,15,0.7984014596844772,0.2273365572213525
2014-05-14,0.4973477911478825,0.2209338628134354,0.1022755453597394,0.920257470659595,15,0.8179819252998556,0.2209338628134354
2014-05-15,0.4982318606462074,0.23642463924090226,0.0862103733368317,0.946838313534968,15,0.8606279401981363,0.23642463924090226
2014-05-16,0.49882124031175734,0.25135971900289533,0.0574735822245544,0.9645588754518836,15,0.9070852932273292,0.25135971900289533
2014-05-19,0.4992141600887906,0.24564113162908702,0.0383157214830363,0.9763725833964938,15,0.9380568619134575,0.24564113162908702
2014-05-20,0.4994761066068128,0.23539284589913612,0.1030949930277237,0.9604388649003835,15,0.8573438718726598,0.23539284589913612
2014-05-21,0.49965073761882756,0.22052239395046666,0.0771424005752884,0.9498163859029768,15,0.8726739853276884,0.22052239395046666
2014-05-22,0.49700393311084134,0.2254357330961287,0.0514282670501923,0.8776553682167993,16,0.826227101166607,0.2254357330961287
2014-05-23,0.4980026219627831,0.20182891759723112,0.0342855113667948,0.8804903275046513,16,0.8462048161378565,0.20182891759723112
2014-05-26,0.49866841453074434,0.21258059314671143,0.0450792297852706,0.8758824403660639,16,0.8308032105807933,0.21258059314671143
2014-05-27,0.4991122762427185,0.2175605197646784,0.0300528198568471,0.8620078779229883,16,0.8319550580661412,0.2175605197646784
2014-05-28,0.4994081840507012,0.22510937542308457,0.020035213237898,0.90039219537751,16,0.880356982139612,0.22510937542308457
2014-05-29,0.4996054559226897,0.24290328836374792,0.0133568088252653,0.9113725744887105,16,0.8980157656634451,0.24290328836374792
2014-05-30,0.4997369705040154,0.23575035196758756,0.0755712058390658,0.9186928272295108,16,0.843121621390445,0.23575035196758756
2014-06-02,0.4998246468915658,0.24492851715922875,0.0714932773591602,0.9052918240603848,16,0.8337985467012246,0.24492851715922875
2014-06-03,0.49988309781659945,0.25702689014849106,0.0476621849061068,0.9368612158180344,16,0.8891990309119275,0.25702689014849106
2014-06-04,0.49992206509995524,0.2179293942110352,0.0569593696082828,0.8746744175429004,16,0.8177150479346176,0.2179293942110352
2014-06-05,0.49994804328885906,0.23437527089979265,0.0824173574870034,0.883422311553384,16,0.8010049540663806,0.23437527089979265
2014-06-06,0.5036438701801726,0.23676949824635984,0.0757782383116481,0.9014482075069437,17,0.8256699691952956,0.23676949824635984
2014-06-09,0.5055622623773149,0.23900006118838485,0.0701266686668196,0.8953470709991851,18,0.8252204023323655,0.23900006118838485
2014-06-10,0.5037081748201707,0.24595501422152546,0.0633409735572742,0.930231380470045,18,0.8668904069127709,0.24595501422152546
2014-06-11,0.5024721164487412,0.2565632575684092,0.0422273157048495,0.9534875867839516,18,0.9112602710791021,0.2565632575684092
2014-06-12,0.5016480775344551,0.24003950219710274,0.028151543803233,0.9101681949493934,18,0.8820166511461603,0.24003950219710274
2014-06-13,0.5010987182582641,0.22762979223473673,0.018767695868822,0.920504286644463,18,0.9017365907756411,0.22762979223473673
2014-06-16,0.5007324787408035,0.23931140516893729,0.0321196403716022,0.9077871713154552,18,0.875667530943853,0.23931140516893729
2014-06-17,0.5004883190624965,0.23621259167001768,0.1422811602932442,0.89930909442945,18,0.7570279341362057,0.23621259167001768
2014-06-18,0.49835909419942387,0.24118083723771244,0.0952309685238725,0.9193371037617584,19,0.8241061352378859,0.24118083723771244
2014-06-19,0.4989060627070233,0.24288708918718868,0.1005243493657092,0.9462247356559872,19,0.845700386290278,0.24288708918718868
2014-06-20,0.4992707083787563,0.25801150257846894,0.1040532699269337,0.9641498235854732,19,0.8600965536585394,0.25801150257846894
2014-06-23,0.49951380549324503,0.23257148618848725,0.0693688466179558,0.9575813636968998,19,0.888212517078944,0.23257148618848725
2014-06-24,0.4996758702362374,0.23272505529707654,0.0647644162535343,0.9346838719296204,19,0.8699194556760861,0.23272505529707654
2014-06-25,0.49978391339823236,0.1980793857073912,0.2891567551078399,0.9039735291433962,19,0.6148167740355563,0.1980793857073912
2014-06-26,0.4596260571208192,0.23317878009075982,0.2483400847128534,0.9129938468011068,19,0.6646537620882534,0.23317878009075982
2014-06-27,0.4730840379879536,0.2296878157034156,0.2674119082705031,0.9419958976822194,19,0.6745839894117163,0.2296878157034156
2014-06-30,0.4820560252327098,0.24113243505041693,0.1793609389809817,0.9428120797613974,19,0.7634511407804156,0.24113243505041693
2014-07-01,0.4880373500625473,0.2483450094038402,0.1380924778288849,0.9248376826392856,19,0.7867452048104007,0.2483450094038402
2014-07-02,0.4920248999491056,0.22284756074255294,0.0920616518859233,0.9120806945935174,19,0.8200190427075941,0.22284756074255294
2014-07-03,0.49468326654014444,0.23180430415016567,0.0613744345906155,0.8858315740191351,19,0.8244571394285196,0.23180430415016567
2014-07-04,0.49645551093417045,0.22328589655838246,0.0594348082353074,0.8868506788111107,19,0.8274158705758032,0.22328589655838246
2014-07-07,0.4933691919185111,0.23226558407535353,0.0571670651300942,0.8802947501281335,20,0.8231276849980393,0.23226558407535353
2014-07-08,0.49557946119128815,0.24215782634453784,0.0381113767533961,0.9026526402700944,20,0.8645412635166982,0.24215782634453784
2014-07-09,0.4970529740398061,0.2440785806171437,0.025407584502264,0.9351017600046244,20,0.9096941755023604,0.2440785806171437
2014-07-10,0.48643387155349876,0.23597660403396864,0.0320899048128041,0.9567345065182344,23,0.9246446017054304,0.23597660403396864
2014-07-11,0.49095591429324165,0.23404251321468802,0.0926686032249846,0.9560048223826796,23,0.863336219157695,0.23404251321468802
2014-07-14,0.49397060945307025,0.2394498810511543,0.1455753111702453,0.95551836629231,23,0.8099430551220648,0.2394498810511543
2014-07-15,0.4959804062262892,0.251778585430499,0.1122017225914583,0.9551940622320634,23,0.842992339640605,0.251778585430499
2014-07-16,0.4973202707417686,0.23882327297690056,0.2732486095980365,0.9398263443806044,23,0.6665777347825679,0.23882327297690056
2014-07-17,0.49821351375208817,0.22775501216736582,0.1973172548766524,0.9025285023470628,23,0.7052112474704104,0.22775501216736582
2014-07-18,0.49880900909230125,0.2186465032704232,0.131544836584435,0.9047159711239372,23,0.7731711345395023,0.2186465032704232
2014-07-21,0.4992060059857766,0.22192129878538183,0.0876965577229566,0.9364773139311096,23,0.848780756208153,0.22192129878538183
2014-07-22,0.4994706705814268,0.2303701457480775,0.0584643718153044,0.9576515424692248,23,0.8991871706539204,0.2303701457480775
2014-07-23,0.49964711364519365,0.2250785875523754,0.0389762478768696,0.9111616342494556,23,0.872185386372586,0.2250785875523754
2014-07-24,0.49976474235437157,0.1984913081654246,0.0259841652512464,0.9407744226814552,23,0.9147902574302088,0.1984913081654246
2014-07-25,0.49984316149382346,0.21223022414710183,0.0173227768341642,0.8999102210576093,23,0.8825874442234452,0.21223022414710183
2014-07-28,0.4998954409201248,0.16754130873123527,0.2432701253037332,0.841984676597597,23,0.5987145512938639,0.16754130873123527
2014-07-29,0.49570614514887407,0.199594656136607,0.1911655907695965,0.8506121131852281,24,0.6594465224156316,0.199594656136607
2014-07-30,0.4971374300267857,0.21547741517604868,0.1312180572617687,0.8618755582768165,24,0.7306575010150478,0.21547741517604868
2014-07-31,0.49809161994539336,0.22151691138695662,0.1309569656918407,0.9079170387062836,24,0.7769600730144429,0.22151691138695662
2014-08-01,0.49872774655779845,0.20124610756087918,0.0889774589511748,0.9096258517588204,24,0.8206483928076456,0.20124610756087918
2014-08-04,0.4991518309660686,0.22075162713414756,0.0593183059674498,0.9107650604605118,24,0.851446754493062,0.22075162713414756
